candidate,chemical_valid,contact_precision,dockq,dockq_fnat,dockq_irmsd_A,dockq_lrmsd_A,dockq_status,e3_anchor_local_rmsd_A,e3_ca_rmsd_A,e3_head_local_rmsd_A,e3_ligand_clashes_2A,e3_ligand_contacts_5A,e3_ligand_vdw_clashes,errors,joint_success,ligand_rmsd_A,ligand_success,ligand_symmetry_rmsd_A,native_contact_recall,no_ppi_fallback_success,pb_checks,pb_mol_fast_valid,poi_anchor_local_rmsd_A,poi_head_local_rmsd_A,poi_ligand_clashes_2A,poi_ligand_contacts_5A,poi_ligand_vdw_clashes,ppi_clashes_2A,ppi_contacts_5A,ppi_success,ppi_vdw_clashes,rank,seed,stereo_valid,steric_valid
s44_c31,True,0.0,0.015593836011464185,0.0,13.353473947624684,45.087661704094984,assessed,0.34926724753043686,62.72928865262055,,63,32,128,[],,12.67041076022888,False,12.67041076022888,0.0,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.016244197473792313,,40,20,76,1139,1105,False,2115,81,44,True,False
s42_c3,True,0.0,0.018084499069348146,0.0,13.8148265936711,40.295172129878054,assessed,0.01712521705034058,54.18054041964384,,1,17,9,[],,13.27829586236385,False,13.263510641561403,0.0,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.014491369732732977,,60,23,114,1190,1179,False,2258,82,42,True,False
s42_c16,True,0.0008244023083264633,0.02615186446969976,0.024390243902439025,12.718620323011038,41.45440577379639,assessed,0.017115181032249748,56.98995215739855,,49,20,96,[],,9.082083134136811,False,9.082083134136811,0.024390243902439025,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.019136262693611336,,61,25,111,1154,1213,False,2319,83,42,True,False
s43_c21,True,0.0,0.01758169196155339,0.0,15.077988734320515,40.12636213867701,assessed,0.35628689235801264,38.52981059089909,,87,29,168,[],,15.45974942025999,False,15.44727199595025,0.0,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.016424858978466524,,48,22,88,1142,1093,False,2200,84,43,True,False
s44_c9,True,0.0,0.01826502008315899,0.0,13.854328807378199,39.99837825821694,assessed,0.3559246720682435,44.012522356009235,,65,26,135,[],,12.289627507483088,False,12.289627507483088,0.0,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.01773350130375071,,44,22,96,1185,1196,False,2327,85,44,True,False
s43_c5,True,0.0008250825082508251,0.023785472421787978,0.024390243902439025,14.009773871666084,44.21981797004748,assessed,0.02179337394560641,51.17444419358312,,70,34,137,[],,10.231391950940848,False,10.212385211739466,0.024390243902439025,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.017380150336514473,,23,19,47,1222,1212,False,2334,86,43,True,False
s44_c13,True,0.0008673026886383347,0.02276216628161054,0.024390243902439025,15.171897962236295,45.158868664363986,assessed,0.02677901196067219,54.48856276086051,,49,29,96,[],,13.267906242757459,False,13.25312644139817,0.024390243902439025,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.014818150996105561,,32,20,62,1313,1153,False,2426,87,44,True,False
s44_c19,True,0.0,0.014020975566813214,0.0,16.414460893433283,45.45887825096028,assessed,0.018545778007830197,49.599061780482664,,23,23,37,[],,9.427790706191308,False,9.407072103101752,0.0,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.01404789325556254,,18,17,38,1362,1261,False,2548,88,44,True,False
s44_c0,True,0.0,0.015929639150131045,0.0,13.992996741987689,43.71606019723538,assessed,0.02036770190959215,64.8549442646574,,70,29,141,[],,14.805185000071564,False,14.792341065993744,0.0,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.0194283361482863,,57,26,95,1284,1177,False,2381,89,44,True,False
s43_c10,True,0.0,0.016726213556479637,0.0,13.884232902090572,42.39696432129802,assessed,0.028563508859085106,54.95217662654964,,80,24,154,[],,13.208383583166682,False,13.1942858720083,0.0,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.01458792958192298,,47,26,87,1332,1240,False,2550,90,43,True,False
s44_c16,True,0.0,0.01667031210010612,0.0,13.29592856238425,43.09678196396578,assessed,0.04796908964389517,56.51578493631303,,78,27,146,[],,15.784980825746139,False,15.784980825746139,0.0,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.01501237078285754,,55,25,94,1368,1213,False,2580,91,44,True,False
s42_c9,True,0.0,0.015285783164975983,0.0,13.465071253910736,45.58585109849344,assessed,0.02092505478185732,49.39299606859488,,81,29,157,[],,10.281936493036191,False,10.281936493036191,0.0,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.018606122595860246,,39,19,66,1433,1335,False,2753,92,42,True,False
s43_c9,True,0.0,0.01460888167414924,0.0,14.40567246246619,45.93993528951176,assessed,0.020335265183119875,59.79349308397856,,72,34,134,[],,14.339981354955386,False,14.339981354955386,0.0,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.01835174929036071,,46,24,82,1444,1378,False,2691,93,43,True,False
s44_c12,True,0.0021337126600284497,0.04269570578198806,0.07317073170731707,12.586488121024116,41.15475649945614,assessed,0.034887443477002775,51.76797592347654,,19,23,46,[],,12.913531685090891,False,12.913531685090891,0.07317073170731707,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.019970511912546934,,67,27,117,1484,1406,False,2835,94,44,True,False
s43_c13,True,0.004216444132115249,0.06890404393253692,0.14634146341463414,12.288443470028312,38.84690217064178,assessed,0.02217763464740088,64.01853334674027,,22,25,54,[],,10.735362860110468,False,10.717175329291356,0.14634146341463414,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.03440866695299412,,59,26,104,1568,1423,False,2861,95,43,True,False
s42_c13,True,0.0006891798759476223,0.0251330609400154,0.024390243902439025,13.040554295481149,42.796398525425566,assessed,0.017187395294364638,54.514463821990866,,70,27,126,[],,13.089779536916668,False,13.075155224345012,0.024390243902439025,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.015006689803278015,,57,24,98,1633,1451,False,3042,96,42,True,False
